mode,tag,seed,train_datasets,test_dataset,n_train,n_test,attn_proxy_text,attn_proxy_egemap,attn_proxy_deep,accuracy,f1_weighted,f1_macro,auc_roc,brier_score,mcc,sensitivity,specificity,precision_dem,precision_ctrl
interaction_only,PA->T,42,"['pitt', 'adress']",taukadial,633,102,,,,0.5980392156862745,0.5993152816682229,0.5976911976911977,0.5768025078369905,0.3628391623497009,0.2094650968721561,0.5517241379310345,0.6590909090909091,0.6808510638297872,0.5272727272727272
interaction_only,PA->T,43,"['pitt', 'adress']",taukadial,633,102,,,,0.6470588235294118,0.6470588235294118,0.640282131661442,0.6418495297805643,0.3319995701313019,0.280564263322884,0.6896551724137931,0.5909090909090909,0.6896551724137931,0.5909090909090909
interaction_only,PA->T,44,"['pitt', 'adress']",taukadial,633,102,,,,0.6176470588235294,0.6193048179865452,0.6167260815107428,0.6561520376175549,0.3193817138671875,0.2431632970623485,0.5862068965517241,0.6590909090909091,0.6938775510204082,0.5471698113207547
fusion_gated,PA->T,42,"['pitt', 'adress']",taukadial,633,102,0.7837454080581665,0.0700121000409126,0.1462424844503402,0.5784313725490197,0.4880914755006089,0.4519555166812445,0.63891065830721,0.3670381605625152,0.0780012903810506,0.9310344827586208,0.1136363636363636,0.5806451612903226,0.5555555555555556
fusion_gated,PA->T,43,"['pitt', 'adress']",taukadial,633,102,0.410008043050766,0.1004446744918823,0.4895473122596741,0.6274509803921569,0.6183533242356771,0.6056166056166056,0.6716300940438871,0.2298305481672287,0.2239570043823417,0.7586206896551724,0.4545454545454545,0.6470588235294118,0.5882352941176471
fusion_gated,PA->T,44,"['pitt', 'adress']",taukadial,633,102,0.852642834186554,0.0509163960814476,0.0964407995343208,0.6176470588235294,0.6120055971801548,0.6007226738934056,0.6347962382445141,0.3196057677268982,0.2074747469741258,0.7241379310344828,0.4772727272727273,0.6461538461538462,0.5675675675675675
fusion_attn,PA->T,42,"['pitt', 'adress']",taukadial,633,102,0.4871442914009094,0.2627243399620056,0.2501313090324402,0.6274509803921569,0.5612839730486789,0.5323359073359073,0.6720219435736677,0.3521954119205475,0.2349158901481467,0.9482758620689656,0.2045454545454545,0.6111111111111112,0.75
fusion_attn,PA->T,43,"['pitt', 'adress']",taukadial,633,102,0.5169364809989929,0.2456303536891937,0.2374332398176193,0.6372549019607843,0.6240948472412221,0.6099224806201551,0.6461598746081506,0.3349395096302032,0.2421929717455017,0.7931034482758621,0.4318181818181818,0.647887323943662,0.6129032258064516
fusion_attn,PA->T,44,"['pitt', 'adress']",taukadial,633,102,0.546135425567627,0.2273079752922058,0.2265566289424896,0.6176470588235294,0.6170836150552175,0.6091954022988506,0.6144200626959248,0.3639400601387024,0.2185114620819515,0.6724137931034483,0.5454545454545454,0.6610169491525424,0.5581395348837209
linguistic,PT->A,42,"['pitt', 'taukadial']",adress,597,138,,,,0.8913043478260869,0.8912186932538458,0.8912529550827423,0.9619747899159664,0.0955574363470077,0.7848510562236138,0.9264705882352942,0.8571428571428571,0.863013698630137,0.9230769230769232
linguistic,PT->A,43,"['pitt', 'taukadial']",adress,597,138,,,,0.8913043478260869,0.8909438410565709,0.891023953672019,0.9485294117647058,0.0949389412999153,0.7896971254609365,0.9558823529411764,0.8285714285714286,0.8441558441558441,0.9508196721311476
linguistic,PT->A,44,"['pitt', 'taukadial']",adress,597,138,,,,0.8695652173913043,0.8680150586845796,0.8682088285229201,0.952310924369748,0.1115260794758796,0.7605478550904076,0.9852941176470588,0.7571428571428571,0.7976190476190477,0.9814814814814816
acoustic_egemaps,PT->A,42,"['pitt', 'taukadial']",adress,597,138,,,,0.6014492753623188,0.5868436106068795,0.5879255116998752,0.6449579831932772,0.2417653352022171,0.2249635544826738,0.7941176470588235,0.4142857142857143,0.5684210526315789,0.6744186046511628
acoustic_egemaps,PT->A,43,"['pitt', 'taukadial']",adress,597,138,,,,0.5869565217391305,0.5741290845260599,0.5751552795031056,0.6810924369747899,0.2285412549972534,0.1908922897057088,0.7647058823529411,0.4142857142857143,0.5591397849462365,0.6444444444444445
acoustic_egemaps,PT->A,44,"['pitt', 'taukadial']",adress,597,138,,,,0.644927536231884,0.6319152167224927,0.6328790922417069,0.7297268907563026,0.2274480611085891,0.3188495540349187,0.8382352941176471,0.4571428571428571,0.6,0.7441860465116279
acoustic_w2v,PT->A,42,"['pitt', 'taukadial']",adress,597,138,,,,0.5579710144927537,0.4915989400601027,0.494201766508442,0.6423319327731093,0.3545964360237121,0.183502816204297,0.9264705882352942,0.2,0.5294117647058824,0.7368421052631579
acoustic_w2v,PT->A,43,"['pitt', 'taukadial']",adress,597,138,,,,0.572463768115942,0.5413924722918299,0.5430720017958359,0.6608193277310925,0.2763546407222748,0.178764601398278,0.8382352941176471,0.3142857142857143,0.5428571428571428,0.6666666666666666
acoustic_w2v,PT->A,44,"['pitt', 'taukadial']",adress,597,138,,,,0.5507246376811594,0.5160948937296058,0.5179175118323192,0.6352941176470589,0.3193825483322143,0.1294112241797956,0.8235294117647058,0.2857142857142857,0.5283018867924528,0.625
acoustic_hubert,PT->A,42,"['pitt', 'taukadial']",adress,597,138,,,,0.6666666666666666,0.6513326031398321,0.652354874041621,0.7876050420168068,0.2796552777290344,0.3741061490215348,0.8823529411764706,0.4571428571428571,0.6122448979591837,0.8
acoustic_hubert,PT->A,43,"['pitt', 'taukadial']",adress,597,138,,,,0.6231884057971014,0.5941441044183791,0.5956727518593644,0.7251050420168067,0.2564045488834381,0.3011299639568322,0.8970588235294118,0.3571428571428571,0.5754716981132075,0.78125
acoustic_hubert,PT->A,44,"['pitt', 'taukadial']",adress,597,138,,,,0.6376811594202898,0.6273738130934533,0.6282327586206897,0.7413865546218488,0.2819676697254181,0.2972210223629106,0.8088235294117647,0.4714285714285714,0.5978260869565217,0.717391304347826
interaction_only,PT->A,42,"['pitt', 'taukadial']",adress,597,138,,,,0.8405797101449275,0.8403786334707356,0.8404456590287996,0.932563025210084,0.116813451051712,0.6840796911525563,0.8823529411764706,0.8,0.8108108108108109,0.875
interaction_only,PT->A,43,"['pitt', 'taukadial']",adress,597,138,,,,0.7536231884057971,0.747808674508487,0.7483372666809698,0.8758403361344538,0.1778726279735565,0.5371949658853375,0.9117647058823528,0.6,0.6888888888888889,0.875
interaction_only,PT->A,44,"['pitt', 'taukadial']",adress,597,138,,,,0.7753623188405797,0.7642680335380297,0.7649837938801296,0.9131302521008404,0.186951071023941,0.6186145671449894,1.0,0.5571428571428572,0.6868686868686869,1.0
fusion_gated,PT->A,42,"['pitt', 'taukadial']",adress,597,138,0.7238185405731201,0.0040231440216302,0.2721583247184753,0.855072463768116,0.8528508792229391,0.853097721950181,0.9615546218487396,0.1310492157936096,0.736493639820514,0.9852941176470588,0.7285714285714285,0.7790697674418605,0.9807692307692308
fusion_gated,PT->A,43,"['pitt', 'taukadial']",adress,597,138,0.4698376953601837,0.0318607687950134,0.4983017444610595,0.7681159420289855,0.7615192403798101,0.7620689655172415,0.911344537815126,0.1664576232433319,0.5739440431835515,0.9411764705882352,0.6,0.6956521739130435,0.9130434782608696
fusion_gated,PT->A,44,"['pitt', 'taukadial']",adress,597,138,0.9458694458007812,0.0057211010716855,0.0484096072614192,0.9202898550724636,0.9201431672827554,0.9201850780798148,0.9439075630252102,0.0811176300048828,0.845129633629691,0.9705882352941176,0.8714285714285714,0.88,0.9682539682539684
fusion_attn,PT->A,42,"['pitt', 'taukadial']",adress,597,138,0.5479046106338501,0.2190975099802017,0.2329978346824646,0.8478260869565217,0.8452053365479351,0.8454812050119969,0.9596638655462184,0.1473199129104614,0.7245961844066288,0.9852941176470588,0.7142857142857143,0.7701149425287356,0.9803921568627452
fusion_attn,PT->A,43,"['pitt', 'taukadial']",adress,597,138,0.5198710560798645,0.2225200980901718,0.2576088607311249,0.7898550724637681,0.784398963234074,0.784873407514917,0.945483193277311,0.1711538881063461,0.616572320391239,0.9558823529411764,0.6285714285714286,0.7142857142857143,0.9361702127659576
fusion_attn,PT->A,44,"['pitt', 'taukadial']",adress,597,138,0.5313205122947693,0.2203091531991958,0.248370349407196,0.8333333333333334,0.8320738431186036,0.8322676108439465,0.9366596638655462,0.1400236636400222,0.6796140643235394,0.9264705882352942,0.7428571428571429,0.7777777777777778,0.912280701754386
linguistic,AT->P,42,"['adress', 'taukadial']",pitt,240,495,,,,0.6484848484848484,0.6216571657165717,0.6298731435643564,0.821715906093379,0.2928746044635772,0.4217113777457828,0.3860294117647059,0.968609865470852,0.9375,0.5639686684073107
